"State/UT/All-India","Sector","Fractile.class.of.MPCE","1","2","3","4","5","6","7","8","9","10+"
"Dadra & Nagar Haveli and Daman & Diu","Urban","5-10%",0,0,0,55.2,37.7,0,7.1,0,"0","0"
"Dadra & Nagar Haveli and Daman & Diu","Urban","10-20%",0,13.3,13.7,18.5,19.6,25,9.9,0,"0","0"
"Dadra & Nagar Haveli and Daman & Diu","Urban","20-30%",0,0,22.1,21.8,18.8,21.2,2.5,0,"13.6","0"
"Dadra & Nagar Haveli and Daman & Diu","Urban","30-40%",1.1,8.2,8.6,33.8,26.2,8.3,8,5.9,"0","0"
"Dadra & Nagar Haveli and Daman & Diu","Urban","40-50%",0.9,4.5,24.7,53.2,16.7,0,0,0,"0","0"
"Dadra & Nagar Haveli and Daman & Diu","Urban","50-60%",14.1,20.1,33.2,27.9,4.7,0,0,0,"0","0"
"Dadra & Nagar Haveli and Daman & Diu","Urban","60-70%",36.5,33.1,10.6,10,7.8,2,0,0,"0","0"
"Dadra & Nagar Haveli and Daman & Diu","Urban","70-80%",69.8,12.5,7.6,5.4,1.1,0,3.7,0,"0","0"
"Dadra & Nagar Haveli and Daman & Diu","Urban","80-90%",88.3,5.2,3.6,2.9,0,0,0,0,"0","0"
"Dadra & Nagar Haveli and Daman & Diu","Urban","90-95%",90.4,6.3,1.5,0,0,0,1.8,0,"0","0"
"Dadra & Nagar Haveli and Daman & Diu","Urban","95-100%",84.3,4.7,5.4,5.6,0,0,0,0,"0","0"
"Jammu & Kashmir","Rural","0-5%",0,0,1.5,5.9,9.8,23.8,18.1,17,"4.7","19.2"
"Jammu & Kashmir","Rural","5-10%",0,1.4,1.7,1.4,31.4,22.9,15,9.3,"6.8","10"
"Jammu & Kashmir","Rural","10-20%",0,0,4.4,6.2,28.3,24.4,15.1,9.8,"6.3","5.5"
"Jammu & Kashmir","Rural","20-30%",0.2,0.8,6.4,17.2,26.9,17.7,15.8,7.3,"4.7","3"
"Jammu & Kashmir","Rural","30-40%",0,0.6,6.8,22.4,27.7,20.4,12,5.6,"3.4","1.1"
"Jammu & Kashmir","Rural","40-50%",0,1.3,11.7,19.8,31,16,12.4,6.2,"0.9","0.7"
"Jammu & Kashmir","Rural","50-60%",0,6.5,8.7,26.3,23.5,16.5,7.8,3.9,"1.5","5.3"
"Jammu & Kashmir","Rural","60-70%",1.4,8.2,15.1,24.2,26.7,12.1,5.1,1.7,"3.1","2.4"
"Jammu & Kashmir","Rural","70-80%",1.4,7.8,7.2,27.8,34.1,14.4,5.9,0.4,"0.7","0.5"
"Jammu & Kashmir","Rural","80-90%",5.8,7.3,15.8,27.7,26.4,11.8,2.9,0.8,"0.8","0.7"
"Jammu & Kashmir","Rural","90-95%",2.9,5.9,19.7,35.5,21.7,6.6,2.6,3.7,"1.5","0"
"Jammu & Kashmir","Rural","95-100%",7,10.7,23.1,19.9,20.4,10.4,6.7,0,"1.8","0"
"Jammu & Kashmir","Urban","0-5%",5.9,0,4.5,13.9,20.5,21.7,12.3,7.6,"3.2","10.4"
"Jammu & Kashmir","Urban","5-10%",2.6,4,3,17.7,28.8,18.6,12.7,2.4,"1.7","8.4"
"Jammu & Kashmir","Urban","10-20%",5.5,2.5,7.2,29.4,27.1,14.9,6.9,2.6,"0.8","3.1"
"Jammu & Kashmir","Urban","20-30%",2.9,3.3,13.9,20.5,24,13.5,8.7,7.7,"1.4","4.1"
"Jammu & Kashmir","Urban","30-40%",1.6,6.2,11.9,21.9,31.3,12.3,6.1,1.3,"4.7","2.7"
"Jammu & Kashmir","Urban","40-50%",6.9,6.5,10.6,33.9,16.9,12,6.3,4.6,"0.7","1.6"
"Jammu & Kashmir","Urban","50-60%",4.3,6.2,14.1,23.7,28.8,9.9,4,4.8,"1","3.1"
"Jammu & Kashmir","Urban","60-70%",11.5,8.2,18.3,27.5,19.9,9.9,0.3,0.5,"0.4","3.5"
"Jammu & Kashmir","Urban","70-80%",9.7,7.9,20.1,35.6,15.9,5.8,3.6,1,"0","0.5"
"Jammu & Kashmir","Urban","80-90%",17.4,13.3,18.5,31.2,13.7,4.6,0.9,0.3,"0","0"
"Jammu & Kashmir","Urban","90-95%",30.5,13.1,24.1,21.2,4.9,6.2,0,0,"0","0"
"Jammu & Kashmir","Urban","95-100%",36.4,21.6,15.4,13.8,8.4,2.6,0.3,1.4,"0","0"
"Ladakh","Rural","0-5%",0,0,0,0,15.3,19.7,25.7,12,"6","21.2"
"Ladakh","Rural","5-10%",0,0,0,0,30.3,30.9,6.4,26.2,"6.2","0"
"Ladakh","Rural","10-20%",0,0,0,9.4,28.4,24.3,22,12.6,"3.3","0"
"Ladakh","Rural","20-30%",0,0,0,13.9,21.8,25.2,27.5,3.6,"0","8.1"
"Ladakh","Rural","30-40%",0,0,3.1,13.6,16.4,32.5,17.9,5,"0","11.6"
"Ladakh","Rural","40-50%",0,0,9.9,15,15.7,14.3,24.3,8.4,"5.1","7.2"
"Ladakh","Rural","50-60%",0,5.1,7.4,10.7,20,7.6,15.5,12.7,"0","21"
"Ladakh","Rural","60-70%",2.1,0,10.6,20.4,25.1,22.4,12.8,1.3,"4.2","1.3"
"Ladakh","Rural","70-80%",0,3.1,5.7,10.5,32.2,29.2,2.3,12.8,"0","4.1"
"Ladakh","Rural","80-90%",0,10,6.5,24.2,32.3,13.2,3.1,6.4,"0","4.3"
"Ladakh","Rural","90-95%",4.8,7.4,12.6,28,22,17.4,3.6,4.2,"0","0"
"Ladakh","Rural","95-100%",15.6,6.4,14,18,27.9,12,6,0,"0","0"
"Ladakh","Urban","0-5%",0,0,8.6,8.6,23.1,29.9,0,21.1,"8.6","0"
"Ladakh","Urban","5-10%",0,0,0,23.7,7.4,36.8,7.9,15.8,"8.2","0"
"Ladakh","Urban","10-20%",0,0,8.7,17.1,38.6,15.3,13.9,3.2,"3.2","0"
"Ladakh","Urban","20-30%",0,8.5,8.9,18.2,35.8,25.6,3,0,"0","0"
"Ladakh","Urban","30-40%",0,7.6,25.1,39.1,13.8,5.7,8.6,0,"0","0"
"Ladakh","Urban","40-50%",0,3,16.2,26,18.6,6.5,17.8,11.9,"0","0"
"Ladakh","Urban","50-60%",0,14.3,21.2,27,19.1,7.5,7.7,3.3,"0","0"
"Ladakh","Urban","60-70%",5.4,6.6,33.1,23.1,25.3,4.8,0,0,"0","1.9"
"Ladakh","Urban","70-80%",4.1,6.8,21.3,24.2,26.2,6,3.1,6,"0","2.2"
"Ladakh","Urban","80-90%",33.7,10.8,23.4,10.7,10.9,5.8,4.6,0,"0","0"
"Ladakh","Urban","90-95%",38.3,12.8,19.2,20.1,9.7,0,0,0,"0","0"
"Ladakh","Urban","95-100%",35.1,24.4,5.2,35.3,0,0,0,0,"0","0"
"Lakshadweep","Rural","0-5%",0,0,0,0,0,0,20.6,0,"18.7","60.7"
"Lakshadweep","Rural","5-10%",0,0,0,0,14.1,29.1,29.1,27.7,"0","0"
"Lakshadweep","Rural","10-20%",0,0,0,0,13.7,24.4,26.3,0,"20.5","15.1"
"Lakshadweep","Rural","20-30%",0,0,0,8.8,9.5,0,24.7,6.7,"26.9","23.5"
"Lakshadweep","Rural","30-40%",0,0,0,22.7,22.9,31.7,6,6,"5.4","5.2"
"Lakshadweep","Rural","40-50%",0,0,0,33.3,19.9,21.2,20.2,5.5,"0","0"
"Lakshadweep","Rural","50-60%",0,0,0,41.9,19.1,20,14.4,4.5,"0","0"
"Lakshadweep","Rural","60-70%",0,4.6,20.2,37.9,24.6,9,3.7,0,"0","0"
"Lakshadweep","Rural","70-80%",0,9.7,42,38.8,6.6,0,2.9,0,"0","0"
"Lakshadweep","Rural","80-90%",10.9,18.8,36.1,22.3,5.5,3.5,2.9,0,"0","0"
"Lakshadweep","Rural","90-95%",61.5,11.2,6.8,6.8,10.5,3.2,0,0,"0","0"
"Lakshadweep","Rural","95-100%",81.3,2.8,3.1,5.1,0,5.1,0,2.5,"0","0"
"Lakshadweep","Urban","0-5%",0,0,0,20.8,0,0,0,27.6,"6.1","45.5"
"Lakshadweep","Urban","5-10%",0,6.9,0,0,0,7.9,25,7.9,"12.2","40"
"Lakshadweep","Urban","10-20%",0,0,0,15.1,20.3,26.9,7.2,10.7,"4","15.9"
"Lakshadweep","Urban","20-30%",0,0,0,16.6,29.9,6.4,21.4,7.7,"8","10"
"Lakshadweep","Urban","30-40%",0,0,0,6.6,14.9,23.9,17.5,21,"8.3","7.8"
"Lakshadweep","Urban","40-50%",0,0,18,11.3,39.8,8.4,13.4,9.2,"0","0"
"Lakshadweep","Urban","50-60%",0,9.1,11.5,28.6,16.1,17.2,7.3,0,"5.1","5.1"
"Lakshadweep","Urban","60-70%",0,0,16.6,40.2,23,5.6,6.8,5,"0","2.8"
"Lakshadweep","Urban","70-80%",12.1,7.1,31.8,12.7,17.3,7.1,4.6,5.7,"0","1.6"
"Lakshadweep","Urban","80-90%",21.1,25.5,16.7,25.3,10.1,1.4,0,0,"0","0"
"Lakshadweep","Urban","90-95%",24.1,31,12.5,26.8,2,0,0,0,"0","3.7"
"Lakshadweep","Urban","95-100%",66.9,18,6.1,4,0,1.8,3.1,0,"0","0"
"Puducherry","Rural","0-5%",6.2,15.3,0,22.6,31.2,7.1,11.5,0,"0","6.3"
"Puducherry","Rural","5-10%",0,7.3,0,30.5,36.2,19.2,6.8,0,"0","0"
"Puducherry","Rural","10-20%",2.8,11.9,18.1,16.9,34.8,13.2,0,2.4,"0","0"
"Puducherry","Rural","20-30%",3,2.5,11.7,35.7,33.5,10.4,0,0,"0","3.1"
"Puducherry","Rural","30-40%",3.1,8.1,13.5,42.1,24.3,5.3,3.7,0,"0","0"
"Puducherry","Rural","40-50%",9.5,5.4,17,45.1,20.6,2.4,0,0,"0","0"
"Puducherry","Rural","50-60%",6.3,0,14.3,58.7,15,2.8,0,3,"0","0"
"Puducherry","Rural","60-70%",11,2.5,26.8,35.5,16.2,5.2,0,0,"2.8","0"
"Puducherry","Rural","70-80%",1.9,10.2,29.5,42.4,7.8,5.2,0,0,"2.9","0"
"Puducherry","Rural","80-90%",6.7,15.6,22.5,38.6,13.9,2.8,0,0,"0","0"
"Puducherry","Rural","90-95%",8.4,15.9,34.1,21.5,0,20.2,0,0,"0","0"
"Puducherry","Rural","95-100%",64.6,15.7,13.1,6.6,0,0,0,0,"0","0"
"Puducherry","Urban","0-5%",0,12.1,6.1,32,13.6,12.2,9.5,14.6,"-","-"
"Puducherry","Urban","5-10%",0,11.1,13.5,26.7,40.2,7,1.4,0,"-","-"
"Puducherry","Urban","10-20%",0,4.9,16.3,38.6,22.8,15.4,2.1,0,"-","-"
"Puducherry","Urban","20-30%",4.3,5.7,7.9,48.1,23.9,6.7,2.5,0.9,"-","-"
"Puducherry","Urban","30-40%",2.4,11.7,25.9,36.2,15.8,3.6,0,4.4,"-","-"
"Puducherry","Urban","40-50%",1.1,8,14.6,46.4,28.2,1.8,0,0,"-","-"
"Puducherry","Urban","50-60%",4.4,17.3,28.5,42.5,6.7,0,0.7,0,"-","-"
"Puducherry","Urban","60-70%",4.7,13,28.8,41.3,11.1,0,1,0,"-","-"
"Puducherry","Urban","70-80%",9.5,21.2,37.8,24.8,2.8,3.9,0,0,"-","-"
"Puducherry","Urban","80-90%",9.9,22.7,35.7,29.8,1.9,0,0,0,"-","-"
"Puducherry","Urban","90-95%",19,31.4,16.4,21.5,8.7,3,0,0,"-","-"
"Puducherry","Urban","95-100%",42.1,23.3,22.4,10.5,0,1.6,0,0,"-","-"
"All-India","Rural","0-5%",3.8,4.6,4.7,11,17.8,19.2,14.9,9.5,"5.6","9"
"All-India","Rural","5-10%",2.3,4.9,6.2,15.8,22.1,19.5,11.7,7.2,"3.7","6.6"
"All-India","Rural","10-20%",1.9,5.2,8.4,17.9,22.3,19.4,10.5,5.9,"3.3","5.2"
"All-India","Rural","20-30%",1.9,6.1,10.3,21.1,23.9,15.9,9.1,4.5,"2.6","4.6"
"All-India","Rural","30-40%",2.2,8.1,10.8,21.9,22.7,16.3,9,4.2,"2","2.8"
"All-India","Rural","40-50%",2.8,8.5,12.9,24.1,21.9,14.6,7,3.5,"2","2.7"
"All-India","Rural","50-60%",3,10.2,15.3,25.6,22.2,12.1,5.5,2.8,"1.4","2"
"All-India","Rural","60-70%",4.4,11,17.3,26.8,19.6,11.1,4.5,2.2,"1.3","1.8"
"All-India","Rural","70-80%",5.4,14.3,18.3,27.3,18.4,9.1,3.2,1.7,"0.9","1.3"
"All-India","Rural","80-90%",6.6,17.2,21.7,27.1,15,7.1,2.4,1.2,"0.8","1"
"All-India","Rural","90-95%",10.2,21.1,22.3,26,11.6,5.2,1.7,0.7,"0.5","0.6"
"All-India","Rural","95-100%",21.7,24.4,21.2,19.5,8,3.2,1.1,0.4,"0.2","0.4"
"All-India","Urban","0-5%",2.4,4.1,5.9,15.8,20.2,18.4,11.6,7.8,"4.7","9.1"
"All-India","Urban","5-10%",2.1,4.5,7.8,18.9,24.1,17.7,10.3,5.3,"3.4","6"
"All-India","Urban","10-20%",3,5.8,10.2,23.8,23.8,15.5,7.2,4,"2.5","4.1"
"All-India","Urban","20-30%",3.4,7.3,12.8,26.7,23.4,13.6,5.4,3.1,"1.7","2.5"
"All-India","Urban","30-40%",3.8,7.4,14.7,29.5,22.3,11.5,5.1,2.4,"1.3","1.9"
"All-India","Urban","40-50%",4.1,9.1,17.2,31.3,21.2,9.3,3.5,1.8,"1.2","1.3"
"All-India","Urban","50-60%",4.7,11.4,20.1,33.3,18.1,7.1,2.7,1.3,"0.6","0.7"
"All-India","Urban","60-70%",6.6,13.8,22.2,32.8,14.4,6,2,1,"0.6","0.6"
"All-India","Urban","70-80%",10.6,16.4,22.5,30.6,12.4,4.9,1.2,0.6,"0.4","0.4"
"All-India","Urban","80-90%",16.1,19.3,24.5,26.8,8.5,3,0.8,0.6,"0.2","0.3"
"All-India","Urban","90-95%",27.4,22.1,21.1,19.9,6.5,2,0.5,0.2,"0.1","0.1"
"All-India","Urban","95-100%",47.3,20.8,14.9,11.8,3.6,1.2,0.2,0.1,"0","0"
